astro_Jfrancois,astro_timpeake,True,True
astro_Jfrancois,Thom_astro,False,True
astro_Jfrancois,Astro_Alex,True,False
astro_Jfrancois,AstroSamantha,True,True
astro_Jfrancois,astro_luca,True,True
astro_Jfrancois,astro_andre,False,True
astro_Jfrancois,astro_paolo,False,True
astro_Jfrancois,Astro_Andreas,False,True
astro_Jfrancois,CFuglesang,False,False
astro_Jfrancois,ESA_EAC,True,False
astro_Jfrancois,esa,True,True
astro_Jfrancois,esaoperations,True,False
astro_Jfrancois,Astro_Satoshi,False,False
astro_Jfrancois,Astro_Wakata,True,False
astro_Jfrancois,Astro_Soichi,False,False
astro_Jfrancois,Astro_Kimiya,False,False
astro_Jfrancois,JAXA_en,False,False
astro_Jfrancois,Aki_Hoshide,False,False
astro_Jfrancois,csa_asc,False,False
astro_Jfrancois,asc_csa,False,False
astro_Jfrancois,Astro_Jeremy,False,False
astro_Jfrancois,Astro_DavidS,False,False
astro_Jfrancois,AstroDaveMD,True,False
astro_Jfrancois,Cmdr_Hadfield,False,False
astro_Jfrancois,RobertaBondar,False,False
astro_Jfrancois,RobertThirsk,False,False
astro_Jfrancois,AstroGarneau,False,False
astro_Jfrancois,fka_roscosmos,False,False
astro_Jfrancois,spacetihon,False,False
astro_Jfrancois,OlegMKS,False,False
astro_Jfrancois,Msuraev,False,False
astro_Jfrancois,AntonAstrey,False,False
astro_Jfrancois,NASA,False,False
astro_Jfrancois,NASA_Astronauts,False,False
astro_Jfrancois,NASAPeople,False,False
astro_Jfrancois,AstroClass2013,False,False
astro_Jfrancois,SciAstro,False,True
astro_Jfrancois,Astro_Flow,False,False
astro_Jfrancois,Astro_Cady,True,False
astro_Jfrancois,Astro_Ferg,False,False
astro_Jfrancois,AstroCoastie,False,False
astro_Jfrancois,astro_Pettit,False,False
astro_Jfrancois,AstroDot,False,False
astro_Jfrancois,Astro_Wheels,False,False
astro_Jfrancois,Astro_Doug,False,False
astro_Jfrancois,Astro_Taz,False,False
astro_Jfrancois,Astro_Box,False,False
astro_Jfrancois,Astro2fish,False,False
astro_Jfrancois,Astro_Jeff,False,False
astro_Jfrancois,AstroAcaba,False,False
astro_Jfrancois,AstroKarenN,False,False
astro_Jfrancois,Astro_Kate7,False,False
astro_Jfrancois,astro_kjell,False,False
astro_Jfrancois,Astro_127,False,False
astro_Jfrancois,AstroIronMike,False,False
astro_Jfrancois,foreman_mike,False,False
astro_Jfrancois,astro_aggie,False,False
astro_Jfrancois,AstroIllini,False,False
astro_Jfrancois,Astro_Mike,False,False
astro_Jfrancois,Astro_Nicholas,False,False
astro_Jfrancois,Astro_Nicole,False,False
astro_Jfrancois,astro_reid,False,False
astro_Jfrancois,Astro_Rex,False,False
astro_Jfrancois,AstroRM,False,False
astro_Jfrancois,Astro_Ron,False,False
astro_Jfrancois,Astro_Sandy,False,False
astro_Jfrancois,AstroSerena,False,False
astro_Jfrancois,StationCDRKelly,False,True
astro_Jfrancois,Astro_Maker,False,False
astro_Jfrancois,Astro_Suni,False,False
astro_Jfrancois,AstroTerry,False,False
astro_Jfrancois,astro_tim,False,False
astro_Jfrancois,AstroMarshburn,False,False
